n.identity,n.properties.languages,n.properties.year,n.properties.imdbId,n.properties.runtime,n.properties.imdbRating,n.properties.movieId,n.properties.countries,n.properties.imdbVotes,n.properties.title,n.properties.url,n.properties.revenue,n.properties.tmdbId,n.properties.plot,n.properties.poster,n.properties.released,n.properties.budget
89,['English'],1995.0,0112744,111.0,6.4,78,['USA'],10337.0,"Crossing Guard, The",https://themoviedb.org/movie/27526,,27526,Freddie Gale is a seedy jeweler who has sworn to kill the drunk driver who killed his little girl.,https://image.tmdb.org/t/p/w440_and_h660_face/otL93Cs0pHAc0pR4CF3yAY436tY.jpg,1995-11-16,
90,['English'],1996.0,0116731,118.0,5.6,79,['USA'],13707.0,"Juror, The",https://themoviedb.org/movie/9623,22754725.0,9623,"When Annie Laird is selected as a juror in a big Mafia trial, she is forced by someone known as The Teacher to persuade the other jurors to vote not guilty. He threatens to kill her son...",https://image.tmdb.org/t/p/w440_and_h660_face/dZ94mKfHmYqwIOd826dF5z5aGnr.jpg,1996-02-02,44000000.0
91,['Persian'],1995.0,0112445,85.0,7.8,80,['Iran'],4509.0,"White Balloon, The (Badkonake sefid)",https://themoviedb.org/movie/46785,,46785,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,https://image.tmdb.org/t/p/w440_and_h660_face/bamJR4MwtQDMdWkjVAPojfwOjY4.jpg,1995-11-27,
92,['English'],1995.0,0114660,115.0,6.8,81,['USA'],21912.0,Things to Do in Denver When You're Dead,https://themoviedb.org/movie/400,529766.0,400,Five different criminals face imminent death after botching a job quite badly.,https://image.tmdb.org/t/p/w440_and_h660_face/kATmorfxsxbS0GSKOVJe4qvPLh5.jpg,1995-12-01,8000000.0
93,['Dutch'],1995.0,0112379,102.0,7.5,82,"['Netherlands', ' Belgium', ' UK', ' France']",6659.0,Antonia's Line (Antonia),https://themoviedb.org/movie/880,,880,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",https://image.tmdb.org/t/p/w440_and_h660_face/7Yz6IXplDRtasBwRkdv0OguIV0B.jpg,1996-02-02,900000.0
94,['English'],1995.0,0114039,115.0,7.3,83,['USA'],411.0,Once Upon a Time... When We Were Colored,https://themoviedb.org/movie/146599,,146599,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,,1996-01-26,
95,['English'],1995.0,0113612,108.0,6.1,84,['USA'],300.0,Last Summer in the Hamptons,https://themoviedb.org/movie/188588,,188588,"Filmed entirely on location in East Hampton, Long Island, Last Summer in the Hamptons concerns a large theatrical family spending the last weekend of their summer together at the ...",https://image.tmdb.org/t/p/w440_and_h660_face/qVCkkiAoxh5e1UIKJ4Uo6ILV8qA.jpg,1996-09-15,
96,['English'],1995.0,0112365,116.0,7.0,85,"['UK', ' USA']",3927.0,Angels and Insects,https://themoviedb.org/movie/8447,,8447,In the 1800s a naturalist marries into a family of British country gentry.,https://image.tmdb.org/t/p/w440_and_h660_face/qScw5w5NTkmcVvRmrfWmQW4JHpe.jpg,1996-01-26,
97,"['English', ' Danish', ' Spanish']",1996.0,0118158,129.0,6.6,86,"['USA', ' UK']",17501.0,White Squall,https://themoviedb.org/movie/10534,10300000.0,10534,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,https://image.tmdb.org/t/p/w440_and_h660_face/rNWFsKrTGRCTKsT9dGx9vwWP8tA.jpg,1996-02-02,38000000.0
98,"['English', ' French']",1996.0,0116151,88.0,5.2,87,['USA'],9574.0,Dunston Checks In,https://themoviedb.org/movie/17414,,17414,Young boy befriends larcenous orangutan in luxury hotel.,https://image.tmdb.org/t/p/w440_and_h660_face/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,1996-01-12,16000000.0
99,['English'],1996.0,0115697,87.0,6.2,88,['USA'],28959.0,Black Sheep,https://themoviedb.org/movie/13997,32000000.0,13997,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,https://image.tmdb.org/t/p/w440_and_h660_face/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,1996-02-02,
100,['English'],1995.0,0113972,90.0,6.3,89,['USA'],31726.0,Nick of Time,https://themoviedb.org/movie/2086,8175346.0,2086,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",https://image.tmdb.org/t/p/w440_and_h660_face/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,1995-11-22,8169363.0
101,['English'],1996.0,0117002,108.0,5.8,92,"['USA', ' UK']",11694.0,Mary Reilly,https://themoviedb.org/movie/9095,12379402.0,9095,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://image.tmdb.org/t/p/w440_and_h660_face/9u7dWUrfphfjhn1pCO7yOD161Jf.jpg,1996-02-23,47000000.0
102,['English'],1995.0,0114825,100.0,4.5,93,['USA'],16856.0,Vampire in Brooklyn,https://themoviedb.org/movie/12158,19800000.0,12158,"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...",https://image.tmdb.org/t/p/w440_and_h660_face/6lO6P7KhIjoxVOQ9AzjHseQqPz5.jpg,1995-10-27,14000000.0
103,['English'],1996.0,0115639,112.0,7.2,94,['USA'],26046.0,Beautiful Girls,https://themoviedb.org/movie/9283,,9283,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,https://image.tmdb.org/t/p/w440_and_h660_face/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,1996-02-09,
104,['English'],1996.0,0115759,108.0,6.0,95,['USA'],75836.0,Broken Arrow,https://themoviedb.org/movie/9208,150270147.0,9208,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,https://image.tmdb.org/t/p/w440_and_h660_face/7wmFsLBQDDTMxEbaZlCqgfEx9PK.jpg,1996-02-09,50000000.0
105,['English'],1995.0,0113403,99.0,7.3,96,['UK'],1975.0,In the Bleak Midwinter,https://themoviedb.org/movie/40154,,40154,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...",https://image.tmdb.org/t/p/w440_and_h660_face/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,1996-02-16,
106,['French'],1995.0,0113247,98.0,8.1,97,['France'],99121.0,"Hate (Haine, La)",https://themoviedb.org/movie/406,15300000.0,406,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,https://image.tmdb.org/t/p/w440_and_h660_face/f37UqJ9aJtilApJV4J7N3n9vo3Y.jpg,1996-02-23,2600000.0
107,['English'],1994.0,0111173,87.0,5.4,98,"['UK', ' Japan']",2077.0,Shopping,https://themoviedb.org/movie/45549,,45549,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds!. This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry'.",https://image.tmdb.org/t/p/w440_and_h660_face/sE6oLJg2c9Wc9Ra7Yf5j7OArjYk.jpg,1996-02-09,
108,['English'],1995.0,0113283,106.0,6.6,99,"['UK', ' Germany', ' USA', ' Canada']",559.0,Heidi Fleiss: Hollywood Madam,https://themoviedb.org/movie/63076,,63076,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...",https://image.tmdb.org/t/p/w440_and_h660_face/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,1996-02-09,
109,['English'],1996.0,0115907,111.0,6.2,100,['USA'],16464.0,City Hall,https://themoviedb.org/movie/11062,,11062,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",https://image.tmdb.org/t/p/w440_and_h660_face/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,1996-02-16,
110,"['English', ' Spanish']",1996.0,0115734,91.0,7.1,101,['USA'],52853.0,Bottle Rocket,https://themoviedb.org/movie/13685,560069.0,13685,Focusing on a trio of friends and their elaborate plan to pull off a simple robbery and go on the run.,https://image.tmdb.org/t/p/w440_and_h660_face/9ZTDOI0CB1WABPMH2zV5Gd5g414.jpg,1996-02-21,7000000.0
111,['English'],1996.0,0117102,96.0,3.7,102,['USA'],4235.0,Mr. Wrong,https://themoviedb.org/movie/47475,,47475,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",https://image.tmdb.org/t/p/w440_and_h660_face/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,1996-02-16,
112,"['English', ' Spanish']",1996.0,0118040,117.0,6.0,103,['USA'],3834.0,Unforgettable,https://themoviedb.org/movie/2045,,2045,"Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....",https://image.tmdb.org/t/p/w440_and_h660_face/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,1996-02-23,18000000.0
113,['English'],1996.0,0116483,92.0,7.0,104,['USA'],150631.0,Happy Gilmore,https://themoviedb.org/movie/9614,41000000.0,9614,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,https://image.tmdb.org/t/p/w440_and_h660_face/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996-02-16,10000000.0
114,['English'],1995.0,0112579,135.0,7.5,105,['USA'],53261.0,"Bridges of Madison County, The",https://themoviedb.org/movie/688,182016617.0,688,"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",https://image.tmdb.org/t/p/w440_and_h660_face/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,1995-06-02,24000000.0
115,['English'],1996.0,0117110,99.0,6.9,107,['USA'],15379.0,Muppet Treasure Island,https://themoviedb.org/movie/10874,34327391.0,10874,The Muppets' twist on the classic tale.,https://image.tmdb.org/t/p/w440_and_h660_face/3TyhweCMltsQPQ2sfxNApe9RRRz.jpg,1996-02-16,
116,['English'],1995.0,0112646,95.0,6.4,108,['USA'],166.0,Catwalk,https://themoviedb.org/movie/89333,,89333,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...",https://image.tmdb.org/t/p/w440_and_h660_face/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,1996-05-16,
117,"['English', ' French', ' Latin', ' Scottish Gaelic']",1995.0,0112573,178.0,8.4,110,['USA'],710741.0,Braveheart,https://themoviedb.org/movie/197,210000000.0,197,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",https://image.tmdb.org/t/p/w440_and_h660_face/or1gBugydmjToAEq7OZY0owwFk.jpg,1995-05-24,72000000.0
118,"['English', ' Spanish']",1976.0,0075314,113.0,8.3,111,['USA'],484769.0,Taxi Driver,https://themoviedb.org/movie/103,28262574.0,103,"A mentally unstable Vietnam war veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",https://image.tmdb.org/t/p/w440_and_h660_face/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-08,1300000.0
119,"['Cantonese', ' English']",1995.0,0113326,87.0,6.7,112,['Hong Kong'],28582.0,Rumble in the Bronx (Hont faan kui),https://themoviedb.org/movie/33542,32392047.0,33542,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,https://image.tmdb.org/t/p/w440_and_h660_face/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,1996-02-23,7500000.0
120,['English'],1996.0,0115645,108.0,6.1,113,['USA'],6503.0,Before and After,https://themoviedb.org/movie/43566,,43566,Two parents deal with the effects when their son is accused of murdering his girlfriend.,https://image.tmdb.org/t/p/w440_and_h660_face/4Q2SdpMJtNcbEvidNuc7z0KRiHo.jpg,1996-02-23,35000000.0
121,"['English', ' Scottish Gaelic', ' Cantonese']",1995.0,0113774,114.0,7.3,114,"['Canada', ' UK']",1189.0,Margaret's Museum,https://themoviedb.org/movie/71754,,71754,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",https://image.tmdb.org/t/p/w440_and_h660_face/c6ZXEVl8pPdlzkoAm5dQ2EZnUoY.jpg,1996-01-26,
122,['English'],1995.0,0112373,122.0,8.2,116,"['UK', ' USA', ' Netherlands']",783.0,Anne Frank Remembered,https://themoviedb.org/movie/51352,1.0,51352,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...",https://image.tmdb.org/t/p/w440_and_h660_face/xS47oTLlMn8UbG81MpA2jVOlkM8.jpg,1995-08-31,
123,['English'],1995.0,0115033,99.0,7.1,117,"['UK', ' Germany', ' France']",2982.0,"Young Poisoner's Handbook, The",https://themoviedb.org/movie/16934,,16934,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...",https://image.tmdb.org/t/p/w440_and_h660_face/rM6yyxj77tZBL7JBkPCkXMSnAhs.jpg,1996-02-23,
124,['English'],1996.0,0116606,92.0,4.9,118,['USA'],3332.0,If Lucy Fell,https://themoviedb.org/movie/10324,,10324,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...",https://image.tmdb.org/t/p/w440_and_h660_face/ig5LhLEnlt7QCyYjgui082fO4ih.jpg,1996-03-08,
125,['English'],1995.0,0114536,135.0,4.8,119,['USA'],782.0,"Steal Big, Steal Little",https://themoviedb.org/movie/78406,6278139.0,78406,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...",https://image.tmdb.org/t/p/w440_and_h660_face/qRD0CKjYaL7P5aJ9Hq0BmyXIJhs.jpg,1995-09-29,25000000.0
126,['English'],1992.0,0106473,93.0,7.8,121,['Canada'],1166.0,"Boys of St. Vincent, The",https://themoviedb.org/movie/32119,204540.0,32119,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,https://image.tmdb.org/t/p/w440_and_h660_face/rY2OmKjJmEcnDiivqrZwz6m3XpP.jpg,1992-12-06,
127,"['English', ' French']",1992.0,0103859,117.0,5.4,122,['USA'],19684.0,Boomerang,https://themoviedb.org/movie/11066,70100000.0,11066,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,https://image.tmdb.org/t/p/w440_and_h660_face/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,1992-07-01,40000000.0
128,"['Cantonese', ' English', ' Japanese', ' Hindi', ' Mandarin']",1994.0,0109424,102.0,8.1,123,['Hong Kong'],38919.0,Chungking Express (Chung Hing sam lam),https://themoviedb.org/movie/11104,,11104,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",https://image.tmdb.org/t/p/w440_and_h660_face/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,1996-03-08,160000.0
129,"['Italian', ' Sicilian', ' Spanish']",1995.0,0114808,113.0,7.3,124,['Italy'],3624.0,"Star Maker, The (Uomo delle stelle, L')",https://themoviedb.org/movie/37975,,37975,A photographer and the types of people he encounters.,https://image.tmdb.org/t/p/w440_and_h660_face/wousyAPimHw7RQVjlvzA8BSr2pt.jpg,1996-03-08,
130,['English'],1996.0,0116324,92.0,6.8,125,['USA'],14792.0,Flirting With Disaster,https://themoviedb.org/movie/2074,14702438.0,2074,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",https://image.tmdb.org/t/p/w440_and_h660_face/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,1996-04-12,7000000.0
131,['English'],1994.0,0110647,95.0,3.1,126,"['Germany', ' USA']",8087.0,"NeverEnding Story III, The",https://themoviedb.org/movie/27793,,27793,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,https://image.tmdb.org/t/p/w440_and_h660_face/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,1994-10-27,17000000.0
132,['English'],1996.0,0114131,95.0,5.9,129,['USA'],718.0,Pie in the Sky,https://themoviedb.org/movie/110972,,110972,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,https://image.tmdb.org/t/p/w440_and_h660_face/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,1996-02-09,
133,['English'],1995.0,0112364,99.0,6.4,130,['USA'],636.0,Angela,https://themoviedb.org/movie/32622,,32622,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the...",https://image.tmdb.org/t/p/w440_and_h660_face/1UxqC7TS1o1hzaPkc1Q0LsW0yUS.jpg,1995-01-01,
134,['English'],1995.0,0113107,101.0,6.7,131,"['France', ' UK', ' Ireland', ' USA']",754.0,Frankie Starlight,https://themoviedb.org/movie/73067,,73067,"This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...",,1995-11-22,
135,['English'],1995.0,0113451,95.0,5.1,132,['USA'],8971.0,Jade,https://themoviedb.org/movie/11863,9851610.0,11863,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",https://image.tmdb.org/t/p/w440_and_h660_face/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,1995-10-13,50000000.0
